merge	file	category	conflicted	deleted_in_merge	lost_lines	missing_at_tip	clean_region_missing	kinds	sample_missing
28e1d7d	src/lib/deals/androidDealsParity.test.ts	other	n	n	9	9	9	base	expect(screen).toContain('categoryColor(deal.categoryKey)') ‖ expect(screen).not.toContain('categoryColor(deal.category)')
28e1d7d	src/lib/i18n/androidLanguageAuthority.test.ts	other	n	n	3	3	3	base	it('the hero greeting is passed the resource-resolved flag', () => { ‖ expect(read(HOME_SCREEN)).toMatch(
28e1d7d	src/lib/i18n/useTranslation.ts	other	y	n	2	2	0	side2	vi: { ...dictionaries.vi, ...w2vi, ...w3vi, ...w4vi, ...w5vi, ...v3vi, ...w6vi, ...adminVi ‖ en: { ...dictionaries.en, ...w2en, ...w3en, ...w4en, ...w5en, ...v3en, ...w6en, ...adminEn
28e1d7d	src/lib/recommendation/fromToolResult.ts	other	y	n	2	2	0	side1,side2	.map(row => buildPlaceEntity(row as PlaceRow, { domain, source, location })) ‖ const entities = eligible
28e1d7d	src/lib/structuredContent/crossPlatformParity.test.ts	other	n	n	3	3	3	side1+2	const body = src.slice(src.indexOf('HomeHero(')) ‖ 'SuggestionsSection(',
28e1d7d	src/modules/music/components/musicTrackCard.test.tsx	other	n	n	1	0	0	side1	
28e1d7d	supabase/tests/user_demographics_boundary.test.ts	security	n	n	2	0	0	base	
28e1d7d	supabase/tests/user_demographics_rollback.test.ts	db-test	n	n	1	0	0	base	
89e65f7	src/app/(home)/page.tsx	other	y	n	5	5	0	base,side1,side2	import HomeView from '../HomeView' ‖ const gender = user?.user_metadata?.gender === 'male' ? 'male' : user?.user_metadata?.gend
89e65f7	src/app/api/chat/route.ts	other	y	n	3	3	0	base	buildChatPromptContext(user.id, supabase), ‖ // no third-party calls. Only the four post-gate reads move in parallel.
89e65f7	src/app/login/page.tsx	auth	y	n	2	2	0	side1,base	{/* Guest — browse anonymously (ANON_LIFETIME_LIMIT AI questions for the lifetime of the i ‖ {/* Guest — browse anonymously (5 AI questions/day, read-only social) */}
89e65f7	src/components/ChatInterface.tsx	other	y	n	24	21	0	base,side2	{/auth_required|Unauthorized/i.test(error.message || '') ? ( ‖ import TripPlanCard, { type TappyPlan } from '@/components/TripPlanCard'
89e65f7	src/lib/ai/tools/food.ts	other	y	n	25	24	0	base,side2	const cityCoords: Record<string, [number, number]> = { ‖ 'ha noi': [21.0285, 105.8542], 'hanoi': [21.0285, 105.8542], 'hn': [21.0285, 105.8542],
89e65f7	src/lib/ai/tools/placeDestinationScope.test.ts	other	y	n	1	1	0	side2	expect(c.radius).toBe(2000)
89e65f7	src/lib/i18n/useTranslation.ts	other	y	n	4	4	0	side1,side2	vi: { ...dictionaries.vi, ...w2vi, ...w3vi, ...w4vi, ...w5vi, ...v3vi, ...adminVi, ...land ‖ en: { ...dictionaries.en, ...w2en, ...w3en, ...w4en, ...w5en, ...v3en, ...adminEn, ...land
764effd	src/app/(home)/page.tsx	other	y	n	5	5	0	base,side1,side2	import HomeView from '../HomeView' ‖ const gender = user?.user_metadata?.gender === 'male' ? 'male' : user?.user_metadata?.gend
764effd	src/components/ChatInterface.tsx	other	y	n	31	17	0	base,side2	{/auth_required|Unauthorized/i.test(error.message || '') ? ( ‖ import TripPlanCard, { type TappyPlan } from '@/components/TripPlanCard'
764effd	src/lib/i18n/useTranslation.ts	other	y	n	4	4	0	side1,side2	vi: { ...dictionaries.vi, ...w2vi, ...w3vi, ...w4vi, ...w5vi, ...v3vi, ...adminVi, ...land ‖ en: { ...dictionaries.en, ...w2en, ...w3en, ...w4en, ...w5en, ...v3en, ...adminEn, ...land
997f55c	src/lib/ai/identityGrounding.test.ts	other	y	n	14	13	0	base,side1	it('the detector still reads the reply WITH the decision in it', () => { ‖ // `finalText` — what ungroundedNamesIn analyses — must keep carrying EVERY structured mar
997f55c	src/lib/ai/placesMarker.test.ts	other	n	n	42	41	41	side1	import { renderPlacesMarker, PLACES_MARKER_OPEN, PLACES_MARKER_CLOSE } from './streamEnric ‖ describe('renderPlacesMarker — the [TAPPY_PLACES] block', () => {
997f55c	src/lib/ai/placesMarkerStream.test.ts	other	n	n	29	28	28	side1	// message text, so what the detectors analyse is exactly what ships and what persists. Th ‖ // that a SECOND marker joined that rule instead of quietly bypassing it — and that it can
997f55c	src/lib/ai/placesProvenance.test.ts	guard	n	n	11	11	11	side1	import { renderPlacesMarker } from './streamEnrichment' ‖ describe('[TAPPY_PLACES] is gated on the provider having ranked by query text', () => {
997f55c	src/lib/ai/streamEnrichment.ts	guard	y	n	47	43	38	side1,side2	* The `[TAPPY_PLACES]` block for the places THIS reply named, or '' when there are none. ‖ * Scoped to what the prose actually mentions, and ranked by where it mentions them, so the
997f55c	src/lib/ai/toolResultSplit.ts	other	y	n	2	2	0	side1,side2	name, photo_url, photo_urls, order_links, platform_links, tiktok_review_url, place_id, web ‖ const carved: PlaceEnrichment = { name, photo_url, photo_urls, order_links, platform_links
997f55c	src/lib/ai/tools/food.ts	other	y	n	40	38	0	side2,base,side1	import { cityForName, cityInText } from './vietnamCities' ‖ const cityCoords: Record<string, [number, number]> = {
997f55c	src/lib/ai/tools/placeDestinationScope.test.ts	other	n	n	1	1	1	side1	expect(c.radius).toBe(2000)
997f55c	src/lib/ai/tools/placeLocationGrounding.test.ts	other	n	n	2	2	2	side2	function stub(geocode: 'ok' | 'fail' | 'empty' = 'ok') { ‖ return new Response(JSON.stringify(OSM_ROWS), { status: 200 })
997f55c	src/lib/ai/tools/placesBreaker.test.ts	other	n	n	3	3	3	side2	it('429 (quota exhausted) arms the breaker — the next turn skips Google', async () => { ‖ expect(googleCalls, 'the second turn must not re-ask a spent quota').toBe(1)
997f55c	src/lib/ai/tools/placesFailureCache.test.ts	other	n	n	2	1	1	side1	beforeEach(() => { process.env.GOOGLE_PLACES_API_KEY = 'test-key-not-real' })
997f55c	src/lib/links/tiktokAttribution.test.ts	other	y	n	8	8	1	side1,base	expect(filter.match(/const finalText = `([^`]*)`/)?.[1]).toContain('${prose}') ‖ // The compose step is located by its assignment, not by the exact list of marker suffixes
